,Wi-1,Wi-2,Wi-3,H11-1,H11-2,H11-3,hgnc_symbol
ENSG00000116809,8.942100798,9.047150704,8.800372859,9.036762503,8.898256909,9.125647357,ZBTB17
ENSG00000173641,5.765605161,5.551698105,5.688194314,5.511936063,5.589411128,5.432258496,HSPB7
ENSG00000186510,5.999129687,6.196670176,6.25762148,5.745928069,5.878074987,5.949963422,CLCNKA
ENSG00000232456,5.765605161,5.76015704,5.542906217,5.511936063,5.650840947,5.532547962,NA
ENSG00000184908,7.024577472,7.393252426,7.008568129,7.051089241,7.006244335,6.416476858,CLCNKB
ENSG00000185519,6.588510058,6.756684702,6.406531859,7.184056017,7.217277991,6.745290844,FAM131C
ENSG00000142627,9.331531903,9.523242744,10.49174652,10.85554343,10.86710329,11.1066001,EPHA2
ENSG00000227959,5.408278755,5.189162296,5.621870739,5.644691308,5.650840947,5.432258496,NA
ENSG00000142632,10.60218918,10.64654381,10.31189776,10.14781501,10.30115541,10.31547551,ARHGEF19
ENSG00000237276,5.567959004,5.81385455,5.891468628,5.511936063,5.420739173,5.532547962,NA
ENSG00000132881,6.8386879,6.824397576,6.967607952,6.813516158,6.83352129,7.04970653,CPLANE2
ENSG00000233929,5.567959004,5.951347169,5.189162296,5.417635302,5.650840947,5.432258496,NA
ENSG00000037637,9.549053382,9.288889572,9.238970211,9.197002886,9.382148525,9.571100667,FBXO42
ENSG00000055070,11.35289316,11.26182681,11.261105,11.36670342,11.51189244,11.77059175,SZRD1
ENSG00000226457,5.408278755,5.445850141,5.439609499,5.584068768,5.589411128,5.189162296,RPL22P3
ENSG00000187144,5.498743378,5.445850141,5.688194314,5.417635302,5.650840947,5.189162296,SPATA21
ENSG00000157191,9.737914259,9.634863197,9.212310412,9.642628325,9.698087205,9.541183401,NECAP2
ENSG00000226029,5.408278755,5.76015704,5.933175411,5.868990502,6.180073376,5.432258496,LINC01772
ENSG00000080947,6.42949455,6.627551456,7.327058576,7.250262818,6.76518482,6.729392189,NA
ENSG00000261135,5.408278755,5.700534186,5.746412163,5.939237045,5.753413462,5.432258496,NA
ENSG00000224174,5.626144188,5.863047618,5.933175411,5.971810852,6.013751239,5.67365026,NA
ENSG00000233421,5.87622439,5.63259774,5.846904353,6.032849889,5.704791221,5.827866732,LINC01783
ENSG00000219481,8.051245581,8.029309917,8.327465996,8.213297202,7.995576075,8.440465935,NBPF1
ENSG00000215908,8.205934077,8.074227845,8.583567305,8.666017059,8.230137855,8.364327038,NA
ENSG00000186301,6.412151273,6.791035128,6.771946202,6.852297191,6.531201854,6.537666945,NA
ENSG00000280114,5.765605161,5.551698105,5.933175411,6.00296225,5.949220366,5.781166397,NA
ENSG00000236698,6.727028927,6.481107633,6.755452946,6.386181084,6.59862961,6.478856053,NA
ENSG00000268869,5.999129687,5.99156911,6.111632181,6.215473297,5.878074987,6.02071024,NA
ENSG00000058453,10.44079231,9.767526337,10.5438369,10.7641453,9.641240413,10.58702594,CROCC
ENSG00000227684,5.626144188,5.189162296,5.688194314,5.644691308,5.420739173,5.189162296,CROCCP4
ENSG00000186715,6.79038555,6.992797736,6.953642969,7.083049493,6.83352129,6.729392189,MST1L
ENSG00000228549,6.240240813,6.133897013,6.334985373,6.261191164,6.297419616,6.278429636,LOC112267871
ENSG00000238142,6.850458839,7.682609411,7.398181625,7.184056017,7.346605158,7.132532366,LOC105376805
ENSG00000235241,6.739983507,7.307041695,6.939515288,6.938140348,7.292754954,6.907156872,LOC107985101
ENSG00000272426,5.567959004,5.551698105,5.891468628,5.584068768,5.516311776,5.432258496,NA
ENSG00000117122,11.21228189,11.61921938,10.73798874,11.40428739,11.54593178,11.34009353,MFAP2
ENSG00000226526,5.626144188,5.445850141,5.542906217,5.697936966,5.189162296,5.189162296,NA
ENSG00000159363,11.57970352,11.55180832,11.38581175,12.06226172,11.93417133,12.16993337,ATP13A2
ENSG00000117118,10.04285296,10.45382057,10.22679956,10.22838971,10.68418424,10.42639035,SDHB
ENSG00000117115,7.614922526,7.892312282,8.536791539,8.815464498,9.149792241,8.77653915,PADI2
ENSG00000142623,5.765605161,6.196670176,6.788206919,6.479345523,6.83352129,6.556561272,PADI1
ENSG00000142619,7.288751091,6.903886625,7.337459236,7.560564787,7.346605158,6.77644109,PADI3
ENSG00000159339,5.189162296,5.445850141,5.846904353,5.905045407,5.914592584,5.781166397,PADI4
ENSG00000179051,13.68831604,13.69906208,13.57008992,13.45632436,13.61530476,13.82791426,RCC2
ENSG00000074964,10.23596981,9.874788587,9.794758429,9.824631049,9.480817767,9.810541141,ARHGEF10L
ENSG00000117148,5.804830675,5.908663472,5.933175411,5.971810852,5.949220366,6.6289797,ACTL8
ENSG00000117154,8.440412561,9.552529311,9.594992117,9.930242178,10.24733668,9.907455648,IGSF21
ENSG00000280222,5.189162296,5.445850141,5.542906217,5.644691308,5.589411128,5.730209027,NA
ENSG00000225387,5.567959004,5.551698105,5.746412163,5.697936966,5.839347655,5.730209027,NA
ENSG00000179023,8.899184315,9.0375996,9.655521725,10.30364673,10.47462815,11.20635545,KLHDC7A
ENSG00000009709,6.394500391,6.065971512,5.621870739,5.745928069,5.516311776,5.67365026,PAX7
ENSG00000159423,9.815696287,10.1974972,9.146225346,9.75579709,9.838536184,9.627231099,ALDH4A1
ENSG00000169991,7.749424628,7.818342628,8.600200845,8.714428784,8.74408589,9.062322618,IFFO2
ENSG00000272084,5.804830675,6.100649185,6.045212758,6.443106707,6.340452507,6.326693989,NA
ENSG00000127481,12.00191401,11.31132397,12.31000848,12.34149813,11.59157172,12.09828705,UBR4
ENSG00000230424,5.626144188,5.445850141,5.846904353,5.789926876,5.753413462,5.67365026,EMC1-AS1
ENSG00000127463,10.64005472,10.48448249,10.49505792,10.72948919,10.57432077,10.79448729,EMC1
ENSG00000053372,10.75719511,10.90371102,10.35263273,10.52462517,10.80005521,10.94725771,MRTO4
ENSG00000211454,5.626144188,5.445850141,5.933175411,5.905045407,5.797987339,5.730209027,AKR7L
ENSG00000162482,5.498743378,5.951347169,5.891468628,5.905045407,5.650840947,5.532547962,AKR7A3
ENSG00000270728,6.174955474,6.133897013,6.17303262,6.191698982,6.044013369,5.609230113,NA
ENSG00000053371,9.812989615,9.836869724,9.298467658,9.64924654,9.796292814,9.76470365,AKR7A2
ENSG00000200403,5.626144188,5.189162296,5.189162296,5.511936063,5.189162296,5.189162296,RNU6-1099P
ENSG00000040487,8.983764089,9.005293414,8.583567305,8.923567628,8.995169388,9.136379722,SLC66A1
ENSG00000077549,12.72086208,13.02215449,12.38862506,12.55834298,12.82866057,12.59898004,CAPZB
ENSG00000173436,8.96430923,9.908255464,9.007232954,9.210514403,9.625808511,9.29079899,MICOS10
ENSG00000226396,5.841570422,6.029684969,5.933175411,5.830756807,5.914592584,5.67365026,NA
ENSG00000158747,6.850458839,7.372227129,7.136056997,7.184056017,7.488154838,7.242153477,NBL1
ENSG00000158748,6.128506336,6.435203297,6.995066563,6.424489869,6.361260953,5.949963422,HTR6
ENSG00000162542,7.486858049,7.531734511,6.686986847,7.051089241,6.910604311,6.821647796,TMCO4
ENSG00000169914,9.160736694,8.546722657,9.410529256,9.129836421,8.60675382,8.720411332,OTUD3
ENSG00000188257,6.281253635,6.607815711,6.17303262,5.939237045,5.797987339,5.730209027,PLA2G2A
ENSG00000225986,5.189162296,5.700534186,5.189162296,5.417635302,5.516311776,5.189162296,NA
ENSG00000162543,6.739983507,6.525052824,6.230313581,6.479345523,6.440332858,6.173457947,UBXN10
ENSG00000158816,5.804830675,5.63259774,5.846904353,5.697936966,5.589411128,5.609230113,VWA5B1
ENSG00000162545,7.702044911,8.496218237,7.875507301,7.672255565,7.911528706,7.532822478,CAMK2N1
ENSG00000090432,9.793898896,9.824004628,9.270320431,9.629299724,9.654819873,9.602340055,MUL1
ENSG00000183114,6.479805836,7.393252426,7.456220578,7.37327753,7.784512538,7.48134672,FAM43B
ENSG00000158825,7.383914044,7.63996197,6.851070235,6.548223885,6.73667714,6.02071024,CDA
ENSG00000158828,8.833628083,8.235069094,8.71909891,8.675832324,8.668687499,8.932754336,PINK1
ENSG00000117242,6.962181591,7.178266681,6.851070235,7.184056017,7.137064738,7.109421894,PINK1-AS
ENSG00000244038,12.78862257,12.88510721,12.55562189,12.88560606,12.90931478,12.90835085,DDOST
ENSG00000117245,9.097469189,8.857388064,8.696102539,8.912566762,8.668687499,8.283833229,KIF17
ENSG00000189410,8.747909791,8.763768361,8.956653748,9.155685835,8.869313688,8.91101199,SH2D5
ENSG00000127483,10.88881923,10.76653479,11.20089286,11.0295808,10.6932462,10.58018899,HP1BP3
ENSG00000075151,11.31280015,10.85220579,11.31453876,11.4275297,11.01567996,11.47621306,EIF4G3
ENSG00000117298,10.81170161,10.49841702,10.77930833,11.32140815,10.9491616,11.25068797,ECE1
ENSG00000231105,5.498743378,5.63259774,5.688194314,5.511936063,5.589411128,5.532547962,ECE1-AS1
ENSG00000227001,5.909094875,5.863047618,6.309902956,5.644691308,5.704791221,5.986200366,NA
ENSG00000187952,5.970377953,5.700534186,5.439609499,5.511936063,5.650840947,5.730209027,NA
ENSG00000186543,5.626144188,5.445850141,5.189162296,5.511936063,5.189162296,5.189162296,NA
ENSG00000142794,7.608478869,6.840728646,7.81159237,7.523665398,7.14737331,7.48134672,NBPF3
ENSG00000162551,12.95963388,12.8784667,12.28537191,12.76687935,12.69156891,12.51419867,ALPL
ENSG00000076864,8.767721818,8.453510754,8.483935675,8.619292961,8.538303896,8.557556797,RAP1GAP
ENSG00000090686,11.18170299,10.70378466,11.33500059,10.87962401,10.79394165,11.13818894,USP48
ENSG00000187942,6.219012879,6.525052824,6.47326014,6.703272891,6.646577702,6.227492327,LDLRAD2
ENSG00000142798,11.12453578,9.779000872,11.40822251,12.04702424,10.20647399,11.06314201,HSPG2
ENSG00000218510,8.291145338,8.871812246,8.985324688,8.646180545,9.075835984,8.585375587,LINC00339
ENSG00000070831,12.37444535,12.41978225,12.06370542,11.96733388,12.25569605,12.05950521,CDC42
ENSG00000162552,8.750757033,8.246278393,6.334985373,7.724818435,7.062433588,6.3726199,WNT4
ENSG00000184677,8.677806854,8.295640137,8.771353119,8.926304638,8.610266453,9.227005531,ZBTB40
ENSG00000070886,7.866493174,8.09925835,7.538772424,7.905644802,7.973658448,7.409448661,EPHA8
ENSG00000133216,10.21153222,9.818455587,9.394031178,9.930242178,9.717625691,9.907455648,EPHB2
ENSG00000004487,13.11483794,12.81774797,12.86663478,12.85093099,12.96799578,13.11022286,KDM1A
ENSG00000169641,11.51174637,10.5472708,11.05825304,10.95288423,10.69652738,11.13419465,LUZP1
ENSG00000179546,9.269598156,8.839150049,8.307261848,8.176617072,7.69276494,7.507333409,HTR1D
ENSG00000261326,5.970377953,6.065971512,6.8356677,6.564762393,6.013751239,5.949963422,NA
ENSG00000125944,12.78517983,12.51676246,12.55271339,12.31604048,12.51335064,12.6176921,HNRNPR
ENSG00000125945,6.479805836,6.283117776,6.80424268,6.864945632,7.084215025,6.947719268,ZNF436
ENSG00000249087,5.723345127,6.100649185,6.309902956,6.238623636,5.589411128,5.781166397,ZNF436-AS1
ENSG00000204219,5.626144188,5.551698105,5.846904353,5.697936966,5.704791221,5.432258496,TCEA3
ENSG00000088280,10.18039021,9.957881017,10.13776848,10.13609534,9.963757569,10.20295441,ASAP3
ENSG00000007968,8.022911666,8.332867683,8.157044784,8.134167302,8.288621538,7.949595477,E2F2
ENSG00000235052,5.189162296,5.76015704,6.009739195,5.789926876,5.797987339,5.730209027,NA
ENSG00000117318,11.03979811,12.30330293,11.30639764,11.81116987,12.11141871,11.70389655,ID3
ENSG00000142676,14.44674608,14.68664293,14.12163078,14.05322743,14.36650518,14.15442702,RPL11
ENSG00000011007,10.72087996,10.26699791,10.62667636,10.43471982,10.49172997,10.98323343,ELOA
ENSG00000236810,6.394500391,6.362147166,6.45150283,6.548223885,6.565446943,6.394792204,ELOA-AS1
ENSG00000057757,10.80966896,11.07771265,10.43770205,10.61938062,10.86637519,10.64339811,PITHD1
ENSG00000011009,11.40227796,11.91322394,11.37087561,11.50650383,12.08975535,12.01712404,LYPLA2
ENSG00000117308,9.059036905,9.318069491,8.825288712,9.176493445,9.388263979,9.376948763,GALE
ENSG00000117305,9.275519497,9.168753186,8.616641451,8.679089058,8.718311652,8.239274369,HMGCL
ENSG00000179163,8.619745099,8.604175657,8.26596018,8.213297202,8.527186973,8.107494306,FUCA1
ENSG00000189266,11.37596689,11.20774692,11.38045254,11.00789705,11.15693001,11.45448904,PNRC2
ENSG00000188529,12.15166687,11.9338685,12.02683305,11.84464811,11.85676136,11.8396623,SRSF10
ENSG00000142661,5.87622439,5.863047618,5.972483347,6.167254365,5.914592584,5.87118716,MYOM3
ENSG00000142677,5.804830675,5.951347169,6.079118922,5.905045407,5.982207197,6.085343021,IL22RA1
ENSG00000185436,8.77612894,8.864618404,8.660894465,8.873381358,9.085920608,9.053852167,IFNLR1
ENSG00000158055,6.907621633,6.255214033,6.669200581,6.548223885,6.459160563,6.458485851,GRHL3
ENSG00000001460,8.572166365,8.621394898,8.212561638,8.43858668,8.658551134,8.113011395,STPG1
ENSG00000001461,8.45450522,8.482125372,8.632893621,8.642847334,8.721559105,8.817228036,NIPAL3
ENSG00000117602,9.661713701,9.645353574,9.362879088,9.564243,9.717625691,9.823846669,RCAN3
ENSG00000184454,6.026797571,6.065971512,6.045212758,6.191698982,6.275137565,6.053701401,NCMAP
ENSG00000133226,11.95672022,12.04637164,12.19091752,12.0554403,12.19292775,11.65920058,SRRM1
ENSG00000169504,13.68185081,13.21475556,13.29839958,13.22417574,13.16995868,13.24316054,CLIC4
ENSG00000020633,5.999129687,6.70314671,6.82006067,6.800298372,6.971255409,6.593376225,RUNX3
ENSG00000117614,10.06803216,10.01072431,9.665366618,9.530575014,9.776249833,9.89490484,SYF2
ENSG00000117616,7.795211411,7.7640797,9.485848231,8.993077477,8.462484849,8.244295859,RSRP1
ENSG00000272432,5.677261421,5.863047618,5.688194314,5.745928069,5.839347655,5.609230113,NA
ENSG00000261349,5.841570422,5.63259774,6.28413201,5.905045407,5.189162296,5.432258496,NA
ENSG00000187010,6.152051419,6.100649185,5.891468628,6.191698982,5.878074987,5.911737781,RHD
ENSG00000224183,5.408278755,5.76015704,5.846904353,5.697936966,5.589411128,5.609230113,NA
ENSG00000183726,11.25522656,11.385649,10.86624579,11.14917881,11.27737816,11.03628152,TMEM50A
ENSG00000188672,5.567959004,5.63259774,5.621870739,5.511936063,5.420739173,5.189162296,RHCE
ENSG00000238084,5.408278755,5.63259774,5.798853599,5.697936966,5.189162296,5.730209027,NA
ENSG00000204178,8.96430923,9.109244014,8.937214742,9.021496347,9.254019193,9.460348735,MACO1
ENSG00000157978,9.07725145,9.148205347,9.01960271,8.99046568,9.152192791,9.128338007,LDLRAP1
ENSG00000225643,5.723345127,5.445850141,5.798853599,5.584068768,5.589411128,5.432258496,NA
ENSG00000117643,8.868093393,8.896708578,8.803959073,8.961416088,8.797352753,8.643209787,MAN1C1
ENSG00000233478,5.567959004,5.63259774,5.439609499,5.189162296,5.650840947,5.532547962,NA
ENSG00000162430,12.21060489,11.98875218,11.97009112,12.21503994,11.93034569,11.85672822,SELENON
ENSG00000228172,5.723345127,5.445850141,5.746412163,5.905045407,5.516311776,5.532547962,NA
ENSG00000117640,9.173484366,9.239820368,8.933949004,9.088945235,9.180689608,8.945031361,MTFR1L
ENSG00000127423,9.181920169,9.49102054,8.930675774,8.884687514,9.262926915,8.938906053,AUNIP
ENSG00000182749,7.944393749,8.200892653,8.168325968,8.1904851,8.301778494,8.045317471,PAQR7
ENSG00000117632,13.37076476,13.82688526,12.89718195,13.01620881,13.36883607,12.94224405,STMN1
ENSG00000158006,8.647544364,8.573529266,8.456747537,8.359292341,8.515982003,8.569546101,PAFAH2
ENSG00000158008,6.673674548,6.807835668,6.28413201,6.864945632,6.477646792,6.278429636,EXTL1
ENSG00000158014,6.603172356,6.196670176,5.746412163,5.417635302,5.516311776,5.189162296,SLC30A2
ENSG00000175087,7.582390886,7.413946312,7.195253083,7.438696135,7.187788031,7.097705129,PDIK1L
ENSG00000197245,6.320519314,6.411445051,5.891468628,5.971810852,5.949220366,6.085343021,FAM110D
ENSG00000236782,6.152051419,5.951347169,6.009739195,5.830756807,6.044013369,5.67365026,ZNF593OS
ENSG00000142684,6.463310006,6.646938368,6.515442303,6.215473297,6.477646792,6.145113372,ZNF593
ENSG00000142675,8.58501103,8.546722657,8.624790816,8.472864749,8.230137855,8.307990145,CNKSR1
ENSG00000188782,5.841570422,5.81385455,5.746412163,6.032849889,5.878074987,5.432258496,CATSPER4
ENSG00000236155,6.33955448,7.115138077,6.851070235,6.961581315,7.017688775,6.713268189,ZPLD2P
ENSG00000130695,10.07933323,9.632755898,10.09910441,10.08702159,9.89538103,9.98794873,CEP85
ENSG00000270733,5.189162296,5.445850141,5.542906217,5.511936063,5.420739173,5.532547962,MRPS6P1
ENSG00000142669,10.73737074,11.32180629,10.09765227,10.21731032,10.82200198,10.43182663,SH3BGRL3
ENSG00000158062,8.003695691,8.306377601,7.969378972,8.301003197,7.990129118,7.905538814,UBXN11
ENSG00000169442,6.174955474,6.283117776,6.111632181,5.905045407,6.180073376,5.949963422,CD52
ENSG00000176092,8.852289856,8.667697541,8.632893621,8.982601504,8.848697947,9.022357081,CRYBG2
ENSG00000131914,15.4529313,15.45634315,14.85525283,15.13014204,15.4330106,15.31557331,LIN28A
ENSG00000117682,10.10720375,9.873005416,9.71170535,10.06740766,10.01068203,10.02152579,DHDDS
ENSG00000223583,5.498743378,5.551698105,5.542906217,5.584068768,5.420739173,5.189162296,RPL17P9
ENSG00000225891,5.408278755,5.700534186,5.439609499,5.417635302,5.650840947,5.189162296,NA
ENSG00000198830,12.98611403,12.64697446,12.26386851,12.38146713,12.32885019,12.42002737,HMGN2
ENSG00000117676,10.52085257,10.44305295,10.69160687,10.64770639,10.86345909,10.95558179,RPS6KA1
ENSG00000260063,5.841570422,5.863047618,5.933175411,5.697936966,5.516311776,5.781166397,LOC101928728
ENSG00000117713,12.2659946,11.74624053,11.63866987,11.79413478,11.39208167,11.89066061,ARID1A
ENSG00000060642,8.26732307,8.586744676,8.41023692,8.675832324,8.610266453,8.345797668,PIGV
ENSG00000204160,10.24201495,10.24374206,9.958969026,10.32547781,10.40110128,10.44371473,ZDHHC18
ENSG00000175793,6.885084823,7.329134578,7.52086501,7.259447882,7.809630813,7.866621003,SFN
ENSG00000142751,9.265636954,9.312808051,9.238970211,9.278362673,9.473169173,9.535124412,GPN2
ENSG00000198746,9.15646211,8.828094101,8.461315394,8.812505904,8.718311652,9.147032173,GPATCH3
ENSG00000090273,12.24910012,12.3802165,12.06296226,12.19881074,12.61108761,12.70329072,NUDC
ENSG00000175707,9.086272425,9.267288261,8.745466026,8.850496367,9.330145913,8.960230583,KDF1
ENSG00000172746,5.189162296,5.700534186,5.439609499,5.417635302,5.589411128,5.189162296,NA
ENSG00000225294,5.498743378,5.63259774,5.439609499,5.189162296,5.189162296,5.189162296,NA
ENSG00000253368,10.1814392,10.92535635,9.529643827,10.37017355,10.49926611,10.53342399,TRNP1
ENSG00000158246,12.18627409,12.18306725,11.35820858,11.61845715,11.7722427,11.89026601,TENT5B
ENSG00000280403,6.152051419,6.70314671,6.25762148,6.089336173,6.361260953,6.02071024,NA
ENSG00000090020,9.531035729,9.708738223,9.778527233,9.890320092,9.8562674,9.898052823,SLC9A1
ENSG00000214973,5.498743378,5.551698105,5.439609499,5.644691308,5.589411128,5.609230113,NA
ENSG00000225159,6.573645974,6.824397576,6.406531859,6.386181084,6.582166034,6.278429636,NPM1P39
ENSG00000142784,10.00186454,10.07416143,9.756596599,10.06617287,10.05995375,10.02440885,WDTC1
ENSG00000186501,9.632831422,10.08189804,9.013431222,9.418753838,9.694804809,9.673919268,TMEM222
ENSG00000241547,5.498743378,5.81385455,5.439609499,5.417635302,5.420739173,5.730209027,NA
ENSG00000142765,8.101736638,8.111606844,8.785936958,8.453924212,8.18816985,7.515884041,SYTL1
ENSG00000142733,8.348991236,8.086799372,8.014026318,8.275262419,7.962568032,7.757094992,MAP3K6
ENSG00000142748,5.408278755,5.551698105,5.891468628,5.745928069,5.420739173,5.432258496,FCN3
ENSG00000174950,5.804830675,6.387105476,6.995066563,6.717648791,6.662107077,6.437700094,CD164L2
ENSG00000181773,7.337201272,8.223769386,8.419662528,8.391547418,9.034770566,8.723984986,GPR3
ENSG00000158195,11.58644508,11.52370924,11.64414605,11.45747763,11.52671084,11.62782595,WASF2
ENSG00000126705,9.88304938,9.115307574,9.601161151,9.758859407,9.414467036,9.757786888,AHDC1
